SibatSiyum,Min_m,dat_m,Gil_M,MatzavMishp_m,ShnatAliya_m,Shana,Machoz_m,Nafa_m
3,2,10,36,20,1900,2018,3,32
2,1,10,55,20,1900,2018,3,32
8,2,10,39,20,1900,2018,3,32
3,2,10,40,20,1900,2018,3,32
1,2,10,33,10,1900,2018,3,32
5,2,10,26,10,1900,2018,3,32
6,2,95,21,10,2016,2018,3,32
5,2,10,36,20,1900,2018,3,32
4,1,10,87,20,1999,2018,3,32
11,2,20,29,20,1900,2018,3,32
3,2,20,45,10,1900,2018,3,32
5,1,20,48,20,1900,2018,3,32
3,1,20,34,20,1900,2018,3,32
5,2,20,67,20,1951,2018,3,32
1,2,20,21,10,1900,2018,3,32
3,1,20,25,10,1900,2018,3,32
10,2,20,51,30,1900,2018,3,32
1,1,20,59,20,1900,2018,3,32
1,1,20,21,10,1900,2018,3,32
5,1,20,86,20,1949,2018,3,32
1,1,20,70,20,1900,2018,3,32
10,2,20,50,20,1900,2018,3,32
1,1,20,50,10,1900,2018,3,32
6,1,20,35,10,1900,2018,3,32
3,2,20,44,20,1900,2018,3,32
1,1,20,52,20,1900,2018,3,32
1,2,20,27,20,1900,2018,3,32
1,1,20,24,10,1900,2018,3,32
7,1,20,76,20,1949,2018,3,32
1,1,20,29,10,1900,2018,3,32
3,1,10,59,30,1900,2018,3,32
8,1,10,31,10,2015,2018,3,32
3,1,10,21,10,1900,2018,3,32
1,1,20,23,10,1900,2018,3,32
1,1,20,57,20,1900,2018,3,32
1,1,20,29,10,1900,2018,3,32
10,1,20,30,20,1900,2018,3,32
6,2,20,29,10,1900,2018,3,32
3,1,20,30,20,1900,2018,3,32
3,2,20,52,20,1900,2018,3,32
3,2,21,40,20,1900,2018,3,32
3,2,10,49,30,1900,2018,3,32
4,2,40,51,20,2014,2018,3,32
3,1,20,70,20,1949,2018,3,32
2,1,20,38,20,1900,2018,3,32
1,2,20,25,20,1900,2018,3,32
3,1,20,46,20,1900,2018,3,32
1,1,20,60,20,1900,2018,3,32
8,2,20,29,10,1900,2018,3,32
3,2,20,47,20,1900,2018,3,32
3,2,20,43,20,1900,2018,3,32
1,1,20,32,20,1900,2018,3,32
3,2,20,24,10,1900,2018,3,32
1,2,20,37,20,1900,2018,3,32
1,2,20,53,20,1900,2018,3,32
5,1,20,39,20,1900,2018,3,32
1,2,20,31,20,1900,2018,3,32
1,1,20,44,20,1900,2018,3,32
1,2,20,20,10,1900,2018,3,32
6,2,10,45,30,1900,2018,3,32
5,1,10,72,20,1979,2018,3,32
5,1,10,35,20,1900,2018,3,32
3,1,10,31,20,1900,2018,3,32
9,1,10,81,10,1900,2018,3,32
7,2,10,88,40,1991,2018,3,32
3,1,10,24,10,1900,2018,3,32
5,1,10,91,20,2001,2018,3,32
3,1,10,34,10,1900,2018,3,32
3,2,10,47,20,1992,2018,3,32
8,2,10,21,10,2000,2018,3,32
9,2,10,49,10,1900,2018,3,32
5,2,10,88,30,1996,2018,3,32
6,1,95,40,20,2001,2018,3,32
8,1,10,59,20,1995,2018,3,32
5,2,10,41,10,1900,2018,3,32
9,2,10,22,10,1900,2018,3,32
6,1,10,28,10,1900,2018,3,32
5,2,10,72,40,1900,2018,3,32
4,2,10,60,40,1991,2018,3,32
5,2,10,87,40,1972,2018,3,32
3,2,10,34,10,1900,2018,3,32
4,1,10,92,20,1997,2018,3,32
5,1,10,26,10,1900,2018,3,32
1,1,10,51,30,1900,2018,3,32
6,2,10,48,20,1900,2018,3,32
7,1,10,81,20,1971,2018,3,32
7,1,10,74,20,1995,2018,3,32
4,2,96,43,20,2016,2018,3,32
6,1,10,73,30,1991,2018,3,32
3,1,10,46,20,1900,2018,3,32
7,2,10,91,20,1996,2018,3,32
3,2,10,39,10,1900,2018,3,32
3,2,10,56,10,1900,2018,3,32
3,2,10,25,10,1900,2018,3,32
11,2,10,65,30,1900,2018,3,32
3,1,10,42,20,1900,2018,3,32
11,2,10,45,40,1900,2018,3,32
5,1,10,59,20,1900,2018,3,32
3,2,10,45,10,1900,2018,3,32
6,2,10,34,30,1900,2018,3,32
8,2,10,42,20,1900,2018,3,32
9,2,10,84,40,1900,2018,3,32
8,2,10,23,10,1900,2018,4,41
6,2,10,29,20,1900,2018,4,41
6,1,10,23,10,1900,2018,4,41
9,2,10,81,40,1900,2018,4,41
8,1,10,23,10,1900,2018,4,41
7,1,10,86,10,1952,2018,4,41
11,2,10,22,10,1900,2018,4,41
4,2,10,76,30,1964,2018,4,41
3,2,10,55,20,1900,2018,4,41
5,2,10,82,40,1900,2018,4,41
3,1,10,26,20,1900,2018,4,41
8,2,10,28,10,1900,2018,4,41
5,1,10,66,30,1956,2018,4,41
5,1,10,63,20,1900,2018,4,41
11,1,10,26,10,1900,2018,4,41
5,2,10,83,40,1941,2018,4,41
7,1,10,82,20,1950,2018,4,41
5,2,10,89,40,1900,2018,4,41
5,1,10,89,20,1900,2018,4,41
5,1,10,88,20,1940,2018,4,41
3,2,10,74,40,1969,2018,4,41
5,2,10,81,20,1956,2018,4,41
5,2,10,64,20,1900,2018,4,41
6,1,10,58,20,1900,2018,4,41
2,1,10,26,10,1900,2018,4,41
7,2,10,97,20,1938,2018,4,41
3,2,10,89,40,1900,2018,4,41
9,2,10,97,40,1948,2018,4,41
10,2,20,39,77,1900,2018,4,41
6,2,20,30,20,1900,2018,4,41
5,2,20,64,40,1900,2018,4,41
1,1,20,22,10,1900,2018,4,41
6,1,20,57,20,1900,2018,4,41
3,1,20,37,20,1900,2018,4,41
10,2,20,41,20,1900,2018,4,41
5,2,20,78,20,1950,2018,4,41
10,1,20,53,20,1900,2018,4,41
1,1,20,24,10,1900,2018,4,41
9,2,20,30,10,1900,2018,4,41
3,1,20,28,10,1900,2018,4,41
10,2,20,43,20,1900,2018,4,41
1,1,20,26,10,1900,2018,4,41
11,1,10,30,20,1900,2018,4,41
5,1,10,58,20,1900,2018,4,41
1,1,10,20,10,1900,2018,4,41
3,2,10,38,20,1900,2018,4,41
3,1,10,65,20,1900,2018,4,41
6,1,10,78,30,1900,2018,4,41
4,1,10,38,20,2016,2018,4,41
8,1,20,20,10,1900,2018,4,41
3,2,20,22,10,1900,2018,4,41
1,1,20,49,20,1900,2018,4,41
1,1,20,59,20,1900,2018,4,41
1,1,20,26,10,1900,2018,4,41
3,1,20,53,20,1900,2018,4,41
3,2,20,33,20,1900,2018,4,41
3,2,20,35,20,1900,2018,4,41
1,2,20,34,20,1900,2018,4,41
9,1,20,31,10,1900,2018,4,41
1,2,20,43,20,1900,2018,4,41
2,2,20,26,20,1900,2018,4,41
3,1,20,37,20,1900,2018,4,41
2,1,20,68,30,1951,2018,4,41
1,2,20,25,20,1900,2018,4,41
1,1,20,26,10,1900,2018,4,41
3,2,20,40,30,1900,2018,4,41
1,2,20,32,20,1900,2018,4,41
3,1,20,43,10,1900,2018,4,41
2,1,20,34,20,1900,2018,4,41
3,2,20,46,20,1900,2018,4,41
1,1,20,24,10,1900,2018,4,41
3,2,10,48,20,2001,2018,4,41
5,2,10,78,20,1999,2018,4,41
3,1,10,28,20,1900,2018,4,41
4,1,10,42,20,2006,2018,4,41
4,1,10,58,20,1994,2018,4,41
6,1,10,30,10,2017,2018,4,41
6,1,95,20,10,2016,2018,4,41
1,1,95,42,20,1999,2018,4,41
8,1,10,77,20,2010,2018,4,41
4,1,10,44,20,2016,2018,4,41
4,2,95,66,20,1999,2018,4,41
9,2,10,77,30,1949,2018,4,41
7,1,10,77,20,1973,2018,4,41
5,1,10,26,10,1900,2018,4,41
5,1,10,37,10,1900,2018,4,41
5,1,10,73,20,1951,2018,4,41
3,1,10,41,30,1983,2018,4,41
4,2,10,76,20,2015,2018,4,41
3,2,10,30,10,1995,2018,4,41
4,2,10,66,20,1972,2018,4,41
7,2,10,97,40,1972,2018,4,41
9,1,10,22,10,1900,2018,4,41
6,1,10,32,77,1991,2018,4,41
9,1,10,35,10,1900,2018,4,41
6,1,10,36,10,1900,2018,4,41
4,1,10,52,30,2016,2018,4,41
4,1,10,85,20,2006,2018,4,41
11,2,40,36,20,1900,2018,4,41
9,1,10,40,10,1995,2018,4,41
5,1,10,76,20,1973,2018,4,41
10,1,10,21,10,2002,2018,4,41
7,1,10,63,20,1900,2018,4,41
6,1,10,61,30,1900,2018,4,41
4,1,10,72,30,2008,2018,4,41
4,2,10,87,40,1971,2018,4,41
8,2,10,26,20,2015,2018,4,41
3,2,10,20,10,1900,2018,4,41
6,2,10,47,30,1996,2018,4,41
7,2,10,90,40,1951,2018,4,41
8,2,10,67,20,2014,2018,4,41
8,2,10,64,20,1990,2018,4,41
3,2,10,53,20,1900,2018,4,41
3,2,10,20,10,1900,2018,4,41
1,2,10,67,40,2015,2018,4,41
4,1,10,74,20,2006,2018,4,41
8,1,10,32,20,1900,2018,4,41
3,1,10,50,10,1900,2018,4,41
3,2,10,35,20,1900,2018,4,41
8,1,10,47,30,2008,2018,4,41
3,1,10,34,20,1991,2018,4,41
4,2,10,67,20,1995,2018,4,41
3,2,10,54,20,1991,2018,4,41
3,2,10,61,30,1900,2018,4,41
8,2,10,36,20,1900,2018,4,41
5,2,10,85,40,1949,2018,4,41
9,2,10,49,10,1900,2018,4,41
8,1,10,73,20,2016,2018,4,41
4,1,10,91,20,1992,2018,4,41
3,1,10,65,20,1959,2018,4,41
8,2,95,29,20,2016,2018,4,41
3,1,10,37,20,1900,2018,4,41
4,2,10,43,20,2014,2018,4,41
4,1,10,38,20,2016,2018,4,42
10,2,10,93,20,1972,2018,4,42
8,2,10,39,20,1900,2018,4,42
6,1,10,33,10,1900,2018,4,42
3,1,10,53,20,1900,2018,4,42
8,2,10,36,20,2009,2018,4,42
6,1,10,28,10,1900,2018,4,42
5,1,10,88,40,1962,2018,4,42
11,2,10,23,10,1900,2018,4,42
6,1,10,41,20,1900,2018,4,42
3,1,20,20,10,1900,2018,4,42
1,1,20,25,10,1900,2018,4,42
2,1,20,53,20,1900,2018,4,42
3,2,20,32,20,1900,2018,4,42
10,2,20,29,20,1900,2018,4,42
2,2,20,42,20,1900,2018,4,42
1,1,20,37,10,1900,2018,4,42
1,1,20,52,20,1900,2018,4,42
3,1,10,48,20,1900,2018,4,42
6,1,10,26,10,1900,2018,4,42
6,1,10,57,30,1900,2018,4,42
3,1,10,46,20,1900,2018,4,42
1,1,10,46,20,1900,2018,4,42
5,2,10,83,40,1949,2018,4,42
3,1,10,35,20,1900,2018,4,42
3,2,10,30,20,1900,2018,4,42
3,2,10,21,10,1900,2018,4,42
3,2,10,41,20,1900,2018,4,42
6,1,10,22,10,1900,2018,4,42
6,2,10,53,30,1900,2018,4,42
8,1,10,23,10,1900,2018,4,42
3,2,10,49,20,1972,2018,4,42
5,2,10,85,40,1949,2018,4,42
6,2,10,36,20,1991,2018,4,42
5,2,10,93,30,1949,2018,4,42
3,1,10,33,10,1900,2018,4,42
6,1,10,28,10,1900,2018,4,42
6,1,10,65,20,1900,2018,4,42
8,1,10,33,20,1989,2018,4,42
11,2,10,85,40,1950,2018,4,42
6,2,95,60,20,1990,2018,4,42
6,1,10,32,10,1900,2018,4,42
8,2,10,29,20,1900,2018,4,42
6,1,10,40,30,1900,2018,4,42
7,2,10,79,40,2016,2018,4,42
6,1,95,48,30,1900,2018,4,42
8,1,95,41,20,1996,2018,4,42
8,1,10,36,10,1900,2018,4,42
6,2,10,81,40,1961,2018,4,42
8,2,10,46,20,1900,2018,4,42
8,1,10,45,20,1900,2018,4,42
6,1,10,29,20,1900,2018,4,42
7,2,10,90,40,1993,2018,4,42
6,1,10,85,40,1999,2018,4,42
11,1,10,56,40,1900,2018,4,42
8,1,10,38,20,1900,2018,4,42
6,2,10,29,10,2007,2018,4,42
8,1,95,35,10,1992,2018,4,42
3,2,10,47,40,1990,2018,4,42
6,1,10,30,20,1991,2018,4,42
5,1,10,74,20,1949,2018,4,42
1,2,95,61,20,1900,2018,4,42
5,1,10,30,10,1900,2018,4,42
5,2,10,28,10,1995,2018,4,42
3,1,10,57,20,1900,2018,4,42
9,1,10,82,20,1900,2018,4,42
6,1,10,59,20,1900,2018,4,42
7,2,10,99,40,1930,2018,4,42
6,2,95,21,10,2001,2018,4,42
10,1,10,72,20,1949,2018,4,42
6,2,10,40,10,1900,2018,4,42
1,2,10,25,10,1900,2018,4,42
5,1,95,93,40,1995,2018,4,42
5,2,10,36,10,1900,2018,4,42
9,1,10,81,20,1949,2018,4,42
6,2,10,27,10,1900,2018,4,42
6,1,10,74,30,1949,2018,4,42
3,1,10,60,20,1993,2018,4,42
4,1,10,74,20,1900,2018,4,42
3,1,10,35,20,1900,2018,4,42
9,2,10,73,20,1951,2018,4,42
6,1,95,38,10,2000,2018,4,42
3,1,10,20,10,1900,2018,4,42
6,2,95,33,20,1990,2018,4,42
10,2,95,48,30,1900,2018,4,42
3,1,10,54,30,1900,2018,4,42
5,1,10,53,20,1900,2018,4,42
8,1,10,41,10,2015,2018,4,42
5,1,10,41,10,1900,2018,4,42
3,2,10,22,10,1900,2018,4,42
10,2,10,52,30,1900,2018,4,42
2,1,10,48,20,1993,2018,4,42
6,2,10,34,20,1900,2018,4,42
6,1,10,28,10,1900,2018,4,42
8,1,10,47,30,1987,2018,4,42
5,1,10,79,20,1952,2018,4,42
4,1,10,75,20,2014,2018,4,42
1,1,10,27,10,1900,2018,4,42
6,2,10,34,20,1900,2018,4,42
4,2,10,92,40,1994,2018,4,42
3,2,10,41,20,1900,2018,4,42
3,2,10,58,20,1900,2018,4,42
8,1,10,65,20,1990,2018,4,42
8,1,10,28,10,1900,2018,4,42
9,1,10,63,10,1900,2018,4,42
4,1,10,50,20,2005,2018,4,42
11,1,10,41,20,1900,2018,4,42
4,2,10,73,30,1993,2018,4,42
6,2,10,43,20,2011,2018,4,42
10,1,10,29,10,2014,2018,4,42
8,1,10,23,10,2016,2018,4,42
6,2,10,78,40,1959,2018,4,42
3,2,10,68,20,1950,2018,4,42
3,1,10,47,30,1900,2018,4,42
4,2,96,96,30,2000,2018,4,42
6,2,10,50,20,1900,2018,4,42
6,1,10,59,30,1900,2018,4,42
6,2,10,53,30,1900,2018,4,42
3,2,10,64,40,1900,2018,4,42
5,1,10,93,10,1900,2018,4,42
1,2,10,31,10,1900,2018,4,42
6,2,10,47,20,1900,2018,4,42
7,2,95,88,40,1998,2018,4,42
8,1,10,27,10,1900,2018,4,42
9,1,10,78,20,1950,2018,4,42
3,1,10,29,10,1900,2018,4,42
3,1,10,46,20,1900,2018,4,43
8,1,10,34,20,1900,2018,4,43
2,1,10,42,20,1900,2018,4,43
6,2,10,39,10,1900,2018,4,43
6,1,10,26,10,1900,2018,4,43
2,2,95,42,20,1997,2018,4,43
6,2,10,23,10,1900,2018,4,43
8,1,10,48,20,1999,2018,4,43
6,1,10,52,30,1900,2018,4,43
4,1,10,45,20,2003,2018,4,43
3,1,10,61,20,1900,2018,4,43
2,2,10,41,20,1900,2018,4,43
6,1,10,24,10,1900,2018,4,43
3,2,10,41,20,1995,2018,4,43
4,1,10,38,20,2009,2018,4,43
5,1,10,36,10,1900,2018,4,43
8,1,10,58,20,1982,2018,4,43
10,2,10,25,10,1900,2018,4,43
6,1,10,56,20,1968,2018,4,43
8,1,10,58,20,1900,2018,4,43
3,2,10,34,10,1900,2018,4,43
6,1,10,27,10,1900,2018,4,43
6,2,10,34,20,1900,2018,4,43
5,2,10,89,40,1949,2018,4,43
4,1,20,41,10,1900,2018,4,43
6,1,10,65,30,1955,2018,4,43
6,2,20,65,20,1953,2018,4,43
1,1,10,68,20,1991,2018,4,43
1,2,10,33,20,1900,2018,4,43
2,2,40,45,20,1991,2018,4,43
3,2,20,25,20,1900,2018,4,43
6,1,20,54,20,1900,2018,4,43
3,2,20,46,20,1900,2018,4,43
6,2,20,20,10,1900,2018,4,43
6,2,20,43,20,1900,2018,4,43
6,2,20,31,20,1900,2018,4,43
6,1,10,34,20,1995,2018,4,43
6,1,10,50,30,1991,2018,4,43
6,1,95,57,20,1995,2018,4,43
6,1,20,37,20,1900,2018,4,43
2,1,10,46,30,1900,2018,4,43
5,1,10,25,10,1900,2018,4,43
4,2,20,62,20,1974,2018,4,43
3,1,20,59,20,1900,2018,4,43
6,1,20,30,20,1900,2018,4,43
10,1,20,23,10,1900,2018,4,43
3,2,10,48,20,1999,2018,4,43
3,2,10,50,20,1900,2018,4,43
6,1,10,69,30,1979,2018,4,43
6,2,10,35,10,2015,2018,4,43
7,1,10,87,20,1994,2018,4,43
7,2,10,88,30,1992,2018,4,43
1,1,95,24,10,2017,2018,4,43
6,1,10,36,20,1999,2018,4,43
5,1,10,82,20,1949,2018,4,43
3,1,95,61,40,2006,2018,4,43
3,2,10,46,20,1900,2018,4,43
3,2,10,59,20,1992,2018,4,43
1,1,10,48,20,1900,2018,4,43
4,1,10,50,30,2002,2018,4,43
6,2,95,26,20,1996,2018,4,43
10,1,10,33,10,1900,2018,4,43
1,1,10,69,20,1951,2018,4,43
6,1,40,21,10,1900,2018,4,43
6,1,10,76,30,1969,2018,4,43
6,2,10,33,10,1900,2018,4,43
1,1,10,35,10,1900,2018,4,43
1,1,95,28,20,2002,2018,4,43
6,1,10,61,10,1900,2018,4,43
6,2,10,53,20,1900,2018,4,43
5,2,10,24,10,1900,2018,4,43
11,2,20,29,20,1900,2018,4,43
3,1,20,29,10,1900,2018,4,43
1,1,10,43,20,1900,2018,4,43
5,2,10,20,10,1900,2018,4,43
2,1,10,47,20,1993,2018,4,43
1,1,10,33,10,1993,2018,4,43
10,2,20,42,20,1900,2018,4,43
6,2,10,37,20,1989,2018,4,43
1,1,10,46,20,1900,2018,4,43
1,1,10,41,20,1900,2018,4,43
11,1,20,54,20,1900,2018,4,43
11,2,20,21,10,1900,2018,4,43
1,2,20,39,20,1900,2018,4,43
6,1,10,28,10,1900,2018,4,44
6,2,10,56,30,1967,2018,4,44
3,2,10,43,20,1900,2018,4,44
3,1,10,28,20,1900,2018,4,44
3,1,10,52,30,1900,2018,4,44
8,1,10,24,10,1900,2018,4,44
6,2,10,28,10,1900,2018,4,44
8,2,10,47,20,1900,2018,4,44
2,1,10,65,10,1900,2018,4,44
3,2,10,21,10,1900,2018,4,44
6,2,10,72,30,1991,2018,4,44
6,2,10,32,20,1900,2018,4,44
6,1,95,33,20,2010,2018,4,44
3,1,10,26,10,1900,2018,4,44
3,1,10,67,20,1900,2018,4,44
5,2,10,80,40,1950,2018,4,44
2,1,10,29,10,1900,2018,4,44
3,1,10,42,20,1900,2018,4,44
3,1,10,56,20,1900,2018,4,44
4,1,10,79,20,1991,2018,4,44
6,1,10,49,10,1900,2018,4,44
11,1,10,29,20,1900,2018,4,44
7,2,95,74,40,1900,2018,4,44
6,1,10,36,10,1900,2018,4,44
6,2,10,26,10,1900,2018,4,44
6,2,10,32,10,1900,2018,4,44
6,2,10,33,20,1900,2018,4,44
11,1,10,46,20,1900,2018,4,44
3,2,10,40,20,1900,2018,4,44
6,1,10,33,10,1900,2018,4,44
6,2,10,23,10,1900,2018,4,44
5,2,10,80,40,1969,2018,4,44
6,2,10,80,40,1951,2018,4,44
3,2,10,50,20,1900,2018,4,44
6,2,10,35,10,1999,2018,4,44
6,2,10,92,20,1964,2018,4,44
6,1,95,58,10,1991,2018,4,44
3,1,10,40,10,1991,2018,4,44
11,2,10,91,40,1996,2018,4,44
3,2,10,23,10,1900,2018,4,44
8,1,10,34,10,1990,2018,4,44
5,1,10,88,20,1965,2018,4,44
5,1,10,65,30,1900,2018,4,44
6,2,95,29,10,2002,2018,4,44
5,1,10,92,20,1948,2018,4,44
5,1,10,74,30,1955,2018,4,44
6,2,10,29,10,1999,2018,4,44
3,2,10,46,20,1999,2018,4,44
6,2,10,25,10,1900,2018,4,44
5,1,95,24,10,2003,2018,4,44
6,2,95,39,20,1900,2018,4,44
1,2,95,95,40,1995,2018,4,44
6,1,95,31,20,2015,2018,4,44
6,2,10,87,40,1949,2018,4,44
3,1,10,67,20,1971,2018,4,44
5,1,10,87,20,1948,2018,4,44
7,1,10,91,40,1945,2018,4,44
6,2,10,29,10,1900,2018,4,44
7,2,10,89,20,1900,2018,4,44
11,2,10,29,10,1900,2018,4,44
8,2,41,41,10,1999,2018,4,44
5,1,10,90,40,1950,2018,4,44
3,1,10,59,20,1971,2018,4,44
3,2,10,81,40,1900,2018,4,44
8,1,10,27,10,1900,2018,4,44
6,1,95,42,20,2000,2018,4,44
7,1,10,72,40,1900,2018,4,44
1,2,10,78,20,1951,2018,4,44
8,2,95,68,20,2016,2018,4,44
5,1,10,29,10,1900,2018,4,44
8,1,10,54,20,2007,2018,4,44
3,1,10,46,10,1900,2018,4,44
3,2,10,21,10,1900,2018,4,44
3,1,10,56,20,1964,2018,4,44
7,2,10,93,40,1950,2018,4,44
5,2,10,73,20,1951,2018,4,44
6,2,10,36,20,1985,2018,4,44
7,1,95,76,20,1999,2018,4,44
1,2,10,31,20,1991,2018,4,44
1,2,95,30,10,1900,2018,4,44
5,1,10,34,10,1900,2018,4,44
3,2,10,33,10,1900,2018,4,44
6,1,10,53,10,1900,2018,4,44
6,2,10,26,10,1900,2018,4,44
5,2,10,21,10,1900,2018,4,44
5,2,10,89,20,1993,2018,4,44
6,2,10,37,20,1900,2018,4,44
3,2,10,32,20,1900,2018,4,44
6,1,10,56,20,1964,2018,4,44
6,1,10,35,30,1900,2018,4,44
8,2,10,64,20,1957,2018,4,44
3,1,10,64,20,1900,2018,4,44
11,2,10,96,20,1900,2018,4,44
6,2,10,43,10,1984,2018,4,44
6,1,10,40,10,1983,2018,4,44
10,2,10,34,20,1900,2018,4,44
6,2,10,40,20,1900,2018,4,44
2,2,10,33,20,1900,2018,4,44
3,2,10,28,10,1900,2018,4,44
3,2,10,47,20,1991,2018,4,44
6,2,10,37,20,1900,2018,4,44
5,2,10,35,10,1997,2018,4,44
3,2,10,31,10,1990,2018,4,44
11,1,10,32,20,1900,2018,4,44
6,1,10,40,20,1900,2018,4,44
6,1,10,62,40,1965,2018,4,44
6,1,10,32,20,1900,2018,4,44
6,2,10,41,30,1900,2018,4,44
6,1,10,66,20,1960,2018,4,44
8,1,10,20,10,2015,2018,4,44
3,1,10,43,10,1991,2018,4,44
6,1,10,55,10,1996,2018,4,44
5,1,10,73,20,1900,2018,4,44
5,1,10,25,10,1900,2018,4,44
6,1,10,65,30,1990,2018,4,44
3,2,95,40,20,2003,2018,4,44
6,1,10,43,20,1900,2018,4,44
8,1,10,79,20,1950,2018,4,44
6,2,10,44,20,1900,2018,5,51
8,1,10,43,20,1977,2018,5,51
8,1,10,24,10,1900,2018,5,51
8,2,10,40,20,1993,2018,5,51
5,1,10,81,20,1951,2018,5,51
5,2,10,89,40,1939,2018,5,51
3,1,10,54,10,1900,2018,5,51
3,1,10,23,10,1900,2018,5,51
5,2,10,74,20,1951,2018,5,51
6,2,10,52,20,1985,2018,5,51
6,2,10,24,20,1900,2018,5,51
1,2,10,29,10,1992,2018,5,51
6,1,10,41,10,1900,2018,5,51
6,2,10,27,10,1900,2018,5,51
11,1,10,28,10,1900,2018,5,51
6,1,10,44,10,1991,2018,5,51
3,2,10,72,20,1950,2018,5,51
9,1,10,20,10,1900,2018,5,51
8,2,10,71,20,1900,2018,5,51
6,2,10,28,10,1900,2018,5,51
10,2,95,46,30,1900,2018,5,51
8,2,10,30,10,2016,2018,5,51
6,2,10,50,30,1900,2018,5,51
11,1,10,32,10,1986,2018,5,51
6,2,10,40,10,1900,2018,5,51
11,1,95,29,10,1900,2018,5,51
8,1,10,42,10,1900,2018,5,51
3,1,10,70,10,1949,2018,5,51
6,1,10,31,10,1900,2018,5,51
8,2,95,56,20,2015,2018,5,51
8,1,10,45,10,2013,2018,5,51
5,2,10,87,30,1900,2018,5,51
4,2,10,68,20,2014,2018,5,51
4,2,10,80,20,2014,2018,5,51
5,2,10,74,10,1900,2018,5,51
8,1,10,33,10,1900,2018,5,51
7,2,10,67,10,1967,2018,5,51
6,2,10,36,10,1900,2018,5,51
8,1,10,69,20,1900,2018,5,51
11,1,10,47,10,1900,2018,5,51
3,1,10,79,20,1900,2018,5,51
5,1,10,89,40,1949,2018,5,51
9,2,10,85,30,1900,2018,5,51
10,2,10,77,40,1900,2018,5,51
6,1,10,21,10,1900,2018,5,51
7,2,10,91,40,1970,2018,5,51
4,2,10,70,20,2014,2018,5,51
6,1,10,35,10,2000,2018,5,51
6,2,10,50,20,1900,2018,5,51
4,2,40,30,20,1900,2018,5,51
8,2,10,32,10,1900,2018,5,51
8,2,10,40,20,1900,2018,5,51
4,1,10,84,20,2008,2018,5,51
8,1,10,82,20,1948,2018,5,51
4,2,10,33,10,2011,2018,5,51
4,1,10,32,10,2015,2018,5,51
5,1,10,28,10,1900,2018,5,51
6,2,10,81,40,1943,2018,5,51
3,1,10,36,10,1900,2018,5,51
4,1,10,67,20,2014,2018,5,51
8,2,10,34,10,1900,2018,5,51
6,2,10,53,10,1900,2018,5,51
3,1,10,43,20,1900,2018,5,51
6,2,10,96,40,1950,2018,5,51
6,2,10,60,20,1981,2018,5,51
1,1,10,33,10,1900,2018,5,51
8,2,10,87,40,1971,2018,5,51
11,2,10,29,10,1900,2018,5,51
6,1,20,57,20,1900,2018,5,51
10,2,10,74,20,1900,2018,5,51
5,2,10,88,40,1934,2018,5,51
8,1,10,29,10,2011,2018,5,51
6,1,10,37,10,1900,2018,5,51
8,2,10,77,30,1991,2018,5,51
4,2,10,45,10,2016,2018,5,51
6,2,10,29,10,1900,2018,5,51
6,1,10,37,10,2011,2018,5,51
8,1,10,33,10,1900,2018,5,51
6,1,10,35,10,1900,2018,5,51
6,1,10,68,30,1997,2018,5,51
10,2,10,62,20,1986,2018,5,51
6,1,95,46,30,1994,2018,5,51
5,1,10,48,10,1900,2018,5,51
3,1,10,91,40,1990,2018,5,51
5,1,10,41,10,1900,2018,5,51
5,2,10,90,40,1949,2018,5,51
6,2,10,82,40,1994,2018,5,51
3,1,10,56,20,1900,2018,5,51
6,2,95,34,10,2006,2018,5,51
6,1,10,31,10,1991,2018,5,51
9,1,10,74,20,1958,2018,5,51
6,1,40,22,10,1900,2018,5,51
6,1,10,30,10,1900,2018,5,51
5,2,10,60,30,1960,2018,5,51
6,2,10,32,10,1900,2018,5,51
6,1,10,29,10,1900,2018,5,51
5,2,10,94,40,1949,2018,5,51
6,1,10,37,10,1900,2018,5,51
6,1,10,52,20,1900,2018,5,51
6,1,20,22,10,1900,2018,5,51
6,2,10,21,10,1900,2018,5,51
6,1,10,47,10,1997,2018,5,51
7,1,10,81,40,1950,2018,5,51
5,1,10,37,10,1900,2018,5,51
3,1,10,28,10,1900,2018,5,51
3,2,40,46,40,1900,2018,5,51
5,2,10,93,40,1934,2018,5,51
6,1,95,50,30,1998,2018,5,51
11,2,10,67,20,1990,2018,5,51
8,2,10,32,10,1900,2018,5,51
8,1,10,67,20,2014,2018,5,51
6,1,10,40,10,1900,2018,5,51
3,1,20,41,30,1900,2018,5,51
3,2,10,88,40,1900,2018,5,51
6,2,10,65,10,1900,2018,5,51
8,2,20,35,10,1900,2018,5,51
6,2,10,79,40,1954,2018,5,51
4,2,10,39,20,2008,2018,5,51
3,2,10,22,10,1900,2018,5,51
6,2,10,39,10,1990,2018,5,51
3,2,10,20,10,2007,2018,5,51
1,2,10,52,30,1993,2018,5,51
3,2,10,29,10,1900,2018,5,51
8,1,10,35,10,1984,2018,5,51
6,1,20,26,10,1900,2018,5,51
10,1,10,68,20,1900,2018,5,51
3,2,20,60,40,1900,2018,5,51
6,1,10,50,10,1900,2018,5,51
8,1,40,68,20,1900,2018,5,51
6,1,20,37,20,1900,2018,5,51
8,1,10,34,10,1900,2018,5,51
3,1,10,77,10,1956,2018,5,51
8,2,95,66,20,2009,2018,5,51
